0.047729086	-0.010704507	-0.014445965	0.006567806	0.08119542	-0.0127713205	-0.13457364	-0.11897991	0.03279981	-0.20150337	-0.1872853	-0.13288148	-0.17157535	0.04192746	-0.14065944	0.0941713
0.039993368	0.016006721	-0.0040828544	0.08769545	-0.028757758	-0.2226962	-0.13303915	-0.032078896	-0.081824236	-0.23074314	-0.05002254	0.108960055	-0.12190332	-0.7647071	-0.15196784	-0.19714138
-0.17628373	-0.29495028	0.28144982	0.10209081	0.024098799	-0.5711343	-0.07751577	0.25360867	0.12630156	-0.5154613	0.22629254	0.30380648	0.06319312	-0.61005336	-0.57334596	0.2179874
0.026756361	-0.02404239	0.056136195	0.01854437	0.07051963	-0.21875519	0.027859926	0.019136742	0.11700954	-0.21826537	0.13689235	0.046550192	-0.0050003068	-0.708321	-0.2426559	0.016608598
0.08911497	0.1692873	-0.13260713	0.07501616	0.10884582	-0.18852249	-0.48725003	-0.0754876	-0.035725657	-0.3096202	-0.17289183	0.017914362	-0.4266364	-0.59787434	-0.15044959	0.12639242
0.054213423	0.06807976	-0.07005234	0.13962694	0.03015678	-0.052087188	-0.24912326	-0.02652505	-0.08069222	-0.23767407	-0.107344866	0.06605084	-0.25655523	-0.3662136	-0.02821702	0.14297976
0.035727613	0.038313348	-0.11465439	0.07797344	-0.056048237	0.062049154	-0.10564549	-0.04539289	0.063253805	-0.12966591	-0.03653848	0.05396435	0.004878895	-0.020436177	-0.059157435	-0.11881859
-0.03436552	-0.2156602	0.0766414	0.21042447	-0.15314646	-0.44173682	0.13431305	0.24996088	0.22317193	-0.35921744	0.020948578	0.3804755	0.2625926	-0.67864084	-0.34885353	-0.15409262
-0.011777741	-0.008910496	-0.01013301	-0.07789313	0.09645229	0.14456308	-0.044917166	0.014633782	-0.059030473	-0.18782666	-0.2386506	0.03840543	-0.020064639	0.3733345	-0.0923607	0.036191963
0.08612302	0.26712653	-0.08251823	0.025656374	0.057294674	-0.2930889	-0.22614503	-0.07847652	0.0066597085	-0.14251702	0.16532142	0.008562326	0.0026813354	-0.6094715	-0.05318359	0.01837103
0.07181244	0.22844024	-0.057064965	0.02825703	-0.072854616	-0.10219399	-0.23850024	-0.012164038	-0.1287915	-0.19870122	0.046729956	0.08788257	-0.09136803	-0.37378082	-0.09039987	-0.020435367
0.12825248	0.09978997	-0.17756137	0.013181454	0.055582944	0.05271147	-0.24037556	-0.064761065	-0.021948209	-0.036894113	-0.0874517	-0.008249114	-0.295676	-0.44880426	-0.04440476	-0.023277102
-0.007858075	0.09206206	-0.0060040406	0.089866646	-0.0724115	0.13260943	-0.059863083	0.06755079	-0.19774197	-0.043989003	-0.11783619	0.16273446	0.09562552	0.15292777	0.11857573	-0.11490111
0.053648293	0.25257108	0.09545445	-0.22321355	0.17675285	-0.21506967	-0.13949926	-0.045232203	-0.06528688	-0.2588703	-0.0724995	-0.03871219	0.17299613	0.26828	-0.16765034	0.06297641
0.051860087	0.10036724	-0.0283803	0.18079445	-0.020309644	-0.124498755	-0.18046024	-0.046779845	-0.11989802	0.06439036	0.22086586	0.08684737	-0.23496789	-0.9399469	-0.012701927	-0.015235088
0.05701596	0.43518516	0.23387733	-0.23460606	0.0600167	-0.37678185	-0.2823671	0.047267813	-0.3620404	-0.32672825	0.18596062	0.0013776844	0.2638691	0.28969702	-0.14059807	0.14354065
0.032126755	-0.045750946	-0.020982822	0.033947624	0.032585856	-0.103060365	-0.01937716	0.09460973	0.0491446	-0.10328028	-0.1791062	0.09372259	-0.04415741	-0.18521422	-0.09213519	-0.07967025
0.10014572	-0.056052104	-0.045635134	0.016929902	0.044297516	-0.13095956	0.084213555	-0.09046916	0.06924345	-0.16951475	0.030483514	-0.018545035	0.052929655	-0.6355931	-0.08239204	0.07549604
0.17652674	0.06269579	-0.15747805	0.16378482	-0.015054881	0.103709854	-0.03371013	-0.06159015	-0.026127705	0.04472139	-0.008689494	0.08757041	-0.24233955	-0.94237953	0.07925807	-0.2051
-0.11704752	-0.06778556	0.0031590455	0.28067502	-0.28714573	0.0676843	0.005552075	0.20402291	-0.16310006	0.039367642	0.03214758	0.36759338	-0.15428327	-0.37877604	0.06874152	-0.105284646
-0.1588886	-0.09829778	0.12789983	0.050547294	-0.12118144	-0.09490638	-0.19740531	0.1209286	-0.06029567	-0.24607262	-0.07382769	0.14151296	0.11471531	0.03945722	-0.20919746	0.10534835
